type, source, target, ability, aid, hitType, amount, notes, timestamp
damage, 3, 57, Keg Smash, 121253, 1, 20558, 0, 1248993
damage, 3, 57, Zen Sphere, 124098, 2, 405, ms, 1249009
damage, 3, 57, Keg Smash, 121253, 1, 6167, ms, 1249335
heal, 3, 3, Leech, 143924, 1, 0, , 1249471
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1249755
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1249781
cast, 3, 57, Tiger Palm, 100787, , , , 1249781
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1249782
damage, 3, 57, Tiger Palm, 100787, 2, 12863, 0, 1249782
absorbed, 11, 3, Illuminated Healing, 86273, , 2468, , 1249809
damage, 3, 3, Stagger, 124255, 3, 0, 2468, 1249809
damage, 3, 57, Tiger Palm, 100787, 1, 1929, ms, 1250151
refreshbuff, 3, 3, Tiger Strikes, 120273, , , , 1250177
cast, 3, 57, Melee, 1, , , , 1250177
refreshbuff, 3, 3, Tiger Strikes, 120273, , , , 1250178
damage, 3, 57, Melee, 1, 1, 5703, 0, 1250178
damage, 3, 57, Melee, 1, 2, 3410, ms, 1250178
cast, 3, , Gift of the Ox, 124506, , , , 1250179
heal, 3, 3, Zen Sphere, 124081, 2, 0, , 1250359
heal, 3, 3, Zen Sphere, 124081, 2, 0, ms, 1250360
damage, 3, 57, Zen Sphere, 124098, 1, 676, 0, 1250360
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1250550
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1250665
heal, 3, 3, Leech, 143924, 1, 0, , 1250665
damage, 3, 57, Zen Sphere, 124098, 2, 405, ms, 1250666
heal, 3, 3, Expel Harm, 115072, 2, 0, , 1250784
heal, 3, 3, Expel Harm, 115072, 1, 0, ms, 1250784
energize, 3, 3, Expel Harm, 115072, , 1, , 1250784
cast, 3, , Expel Harm, 115072, , , , 1250786
energize, 3, 3, Chi Sphere, 121283, , 1, , 1250788
removebuff, 3, 3, Power Strikes, 129914, , , , 1250789
absorbed, 11, 3, Illuminated Healing, 86273, , 2468, , 1250810
damage, 3, 3, Stagger, 124255, 3, 0, 2468, 1250810
cast, 3, , Gift of the Ox, 178173, , , , 1250833
heal, 1, 3, Riptide, 61295, 2, 0, , 1250932
heal, 1, 3, Healing Rain, 73921, 1, 0, , 1250974
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1251286
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1251304
applydebuff, 57, 3, Aftershock, 157853, , , , 1251493
absorbed, 11, 3, Illuminated Healing, 86273, , 2468, , 1251847
damage, 3, 3, Stagger, 124255, 3, 0, 2468, 1251847
heal, 3, 3, Leech, 143924, 1, 0, , 1251913
cast, 3, , Roll, 109132, , , , 1251915
heal, 3, 3, Zen Sphere, 124081, 1, 0, , 1252345
heal, 3, 3, Zen Sphere, 124081, 1, 0, ms, 1252345
heal, 1, 3, Healing Rain, 73921, 1, 0, , 1252614
absorbed, 11, 3, Illuminated Healing, 86273, , 2467, , 1252817
damage, 3, 3, Stagger, 124255, 3, 0, 2467, 1252817
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1252872
heal, 11, 3, Eternal Flame, 156322, 1, 0, ms, 1252873
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1252875
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1252875
heal, 3, 3, Leech, 143924, 1, 0, , 1253129
heal, 1, 3, Riptide, 61295, 1, 0, , 1253400
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1253402
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 14265, , 1253515
absorbed, 11, 3, Illuminated Healing, 86273, , 7117, , 1253515
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1253516
damage, 57, 3, Aftershock, 157853, 1, 4630, 21382, 1253517
damage, 3, 3, Stagger, 124255, 1, 2414, 0, 1253827
applybuff, 12, 3, Prayer of Mending, 41635, , , , 1253853
heal, 1, 3, Riptide, 61295, 1, 642, , 1253960
removebuff, 1, 3, Riptide, 61295, , , , 1253960
heal, 1, 3, Healing Rain, 73921, 1, 3003, , 1254247
heal, 3, 3, Zen Sphere, 124081, 1, 676, , 1254359
damage, 3, 57, Zen Sphere, 124098, 1, 676, 0, 1254359
heal, 11, 3, Eternal Flame, 156322, 1, 1303, , 1254422
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1254422
heal, 11, 3, Beacon of Light, 53652, 1, 1420, , 1254667
damage, 3, 57, Zen Sphere, 124098, 1, 203, ms, 1254702
heal, 3, 3, Leech, 143924, 1, 0, , 1254760
applydebuffstack, 56, 3, Shattered Vertebrae, 157139, , 3, , 1254761
absorbed, 11, 3, Illuminated Healing, 86273, , 302, , 1254865
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1254865
removebuff, 12, 3, Prayer of Mending, 41635, , , , 1254868
damage, 3, 3, Stagger, 124255, 1, 2112, 302, 1254869
heal, 12, 3, Prayer of Mending, 33110, 1, 2112, , 1254869
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1254943
cast, 57, 3, Melee, 1, , , , 1255000
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 173742, , 1255000
damage, 57, 3, Melee, 1, 1, 143053, 173742, 1255003
damage, 3, 57, Zen Sphere, 124098, 1, 203, ms, 1255026
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 16970, , 1255502
damage, 57, 3, Aftershock, 157853, 1, 13974, 16970, 1255504
removedebuff, 57, 3, Aftershock, 157853, , , , 1255504
removedebuff, 3, 3, Light Stagger, 124275, , , , 1255815
applydebuff, 3, 3, Moderate Stagger, 124274, , , , 1255818
damage, 3, 3, Stagger, 124255, 1, 21003, 0, 1255820
heal, 1, 3, Healing Rain, 73921, 2, 7431, , 1255852
heal, 1, 3, Healing Rain, 73921, 2, 2230, ms, 1255852
heal, 11, 3, Eternal Flame, 156322, 2, 2606, , 1255945
heal, 11, 3, Eternal Flame, 156322, 1, 391, ms, 1255945
heal, 3, 3, Leech, 143924, 1, 4, , 1255958
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1255959
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1255960
heal, 3, 3, Zen Sphere, 124081, 1, 1804, , 1256363
damage, 3, 57, Zen Sphere, 124098, 1, 676, 0, 1256384
heal, 11, 3, Beacon of Light, 53652, 1, 14786, , 1256418
heal, 11, 3, Beacon of Light, 53652, 1, 1184, , 1256497
cast, 57, 3, Melee, 1, , , , 1256503
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 145703, , 1256503
absorbed, 11, 3, Illuminated Healing, 86273, , 695, , 1256503
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1256503
heal, 3, 3, Zen Sphere: Detonate, 124101, 2, 47480, , 1256506
removebuff, 3, 3, Zen Sphere, 124081, , , , 1256507
heal, 3, 3, Zen Sphere: Detonate, 124101, 1, 23740, , 1256511
heal, 3, 3, Zen Sphere: Detonate, 124101, 2, 14244, ms, 1256511
damage, 57, 3, Melee, 1, 1, 119273, 146398, 1256514
damage, 3, 57, Zen Sphere: Detonate, 125033, 2, 17783, 0, 1256535
heal, 3, 1, Zen Sphere: Detonate, 124101, 2, 17794, , 1256535
heal, 3, 1, Zen Sphere: Detonate, 124101, 2, 5338, ms, 1256535
heal, 3, 1, Zen Sphere: Detonate, 124101, 2, 5338, ms, 1256535
heal, 3, 52, Zen Sphere: Detonate, 124101, 2, 17793, , 1256536
heal, 3, 52, Zen Sphere: Detonate, 124101, 2, 5338, ms, 1256536
heal, 3, 15, Zen Sphere: Detonate, 124101, 1, 0, , 1256536
heal, 3, 10, Zen Sphere: Detonate, 124101, 2, 0, , 1256536
damage, 3, 57, Zen Sphere: Detonate, 125033, 1, 8892, 0, 1256536
heal, 3, 1, Zen Sphere: Detonate, 124101, 1, 8897, , 1256536
heal, 3, 1, Zen Sphere: Detonate, 124101, 1, 2669, ms, 1256536
heal, 3, 52, Zen Sphere: Detonate, 124101, 2, 17794, , 1256536
heal, 3, 15, Zen Sphere: Detonate, 124101, 1, 0, , 1256536
heal, 3, 10, Zen Sphere: Detonate, 124101, 2, 0, , 1256536
heal, 3, 10, Zen Sphere: Detonate, 124101, 1, 0, ms, 1256537
damage, 3, 57, Zen Sphere, 124098, 2, 405, ms, 1256689
damage, 3, 57, Zen Sphere: Detonate, 125033, 1, 2667, ms, 1256837
damage, 3, 57, Zen Sphere: Detonate, 125033, 1, 2667, ms, 1256837
removedebuff, 3, 3, Moderate Stagger, 124274, , , , 1256837
applydebuff, 3, 3, Heavy Stagger, 124273, , , , 1256840
damage, 3, 3, Stagger, 124255, 1, 33472, 0, 1256843
heal, 11, 3, Beacon of Light, 53652, 1, 8872, , 1256954
heal, 11, 3, Beacon of Light, 53652, 1, 4435, , 1256954
heal, 11, 3, Beacon of Light, 53652, 1, 4436, , 1256954
heal, 11, 3, Beacon of Light, 53652, 1, 4436, , 1256954
heal, 11, 3, Beacon of Light, 53652, 1, 4436, , 1256955
heal, 3, 3, Leech, 143924, 1, 4763, , 1257199
heal, 11, 3, Eternal Flame, 156322, 1, 1303, , 1257507
heal, 1, 3, Healing Rain, 73921, 1, 3739, , 1257507
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1257507
removedebuff, 3, 3, Heavy Stagger, 124273, , , , 1257775
cast, 3, , Purifying Brew, 119582, , , , 1257780
cast, 57, 3, Melee, 1, , , , 1257976
damage, 57, 3, Melee, 1, 7, 0, 0, 1257976
heal, 11, 3, Beacon of Light, 53652, 1, 592, , 1257996
removebuff, 3, 3, Tiger Strikes, 120273, , , , 1258132
heal, 3, 3, Gift of the Ox, 124507, 1, 23063, , 1258215
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1258219
cast, 3, 57, Tiger Palm, 100787, , , , 1258221
damage, 3, 57, Tiger Palm, 100787, 1, 6334, 0, 1258221
heal, 3, 3, Leech, 143924, 1, 504, , 1258354
applybuff, 3, 3, Tiger Strikes, 120273, , , , 1258440
cast, 3, 57, Melee, 1, , , , 1258443
damage, 3, 57, Melee, 1, 2, 11262, 0, 1258443
applybuffstack, 3, 3, Elusive Brew, 128939, , 12, , 1258443
applybuffstack, 3, 3, Elusive Brew, 128939, , 13, , 1258444
applybuffstack, 3, 3, Elusive Brew, 128939, , 14, , 1258445
applybuff, 3, 3, Power Strikes, 129914, , , , 1258865
heal, 1, 3, Chain Heal, 1064, 2, 44793, , 1258925
removebuff, 3, 3, Elusive Brew, 128939, , , , 1258926
applybuff, 3, 3, Elusive Brew, 115308, , , , 1258927
cast, 3, , Elusive Brew, 115308, , , , 1258929
heal, 11, 3, Eternal Flame, 156322, 1, 1954, , 1259008
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1259038
heal, 1, 3, Healing Rain, 73921, 1, 3423, , 1259093
cast, 3, 57, Blackout Kick, 100784, , , , 1259236
damage, 3, 57, Blackout Kick, 100784, 2, 22853, 0, 1259242
cast, 57, 3, Melee, 1, , , , 1259483
applydebuff, 3, 3, Moderate Stagger, 124274, , , , 1259485
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 141019, , 1259487
absorbed, 11, 3, Illuminated Healing, 86273, , 755, , 1259487
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1259487
damage, 57, 3, Melee, 1, 1, 115356, 141774, 1259489
heal, 11, 3, Beacon of Light, 53652, 1, 1777, , 1259542
damage, 3, 57, Blackout Kick, 100784, 2, 6856, ms, 1259578
heal, 3, 3, Leech, 143924, 1, 585, , 1259578
heal, 11, 3, Beacon of Light, 53652, 1, 44358, , 1259847
cast, 3, 57, Melee, 1, , , , 1260340
refreshbuff, 3, 3, Tiger Strikes, 120273, , , , 1260340
damage, 3, 57, Melee, 1, 5, 7938, 3402, 1260344
damage, 3, 57, Melee, 1, 1, 1764, ms, 1260344
applybuff, 3, 3, Elusive Brew, 128939, , , , 1260376
applybuffstack, 3, 3, Elusive Brew, 128939, , 2, , 1260378
applybuffstack, 3, 3, Elusive Brew, 128939, , 3, , 1260378
applybuff, , 3, Mark of Blackrock, 159679, , , , 1260380
cast, 3, , Gift of the Ox, 124503, , , , 1260382
heal, 11, 3, Eternal Flame, 156322, 1, 1955, , 1260407
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1260407
absorbed, 11, 3, Illuminated Healing, 86273, , 453, , 1260500
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1260500
damage, 3, 3, Stagger, 124255, 1, 13649, 453, 1260502
energize, 3, 3, Keg Smash, 127796, , 2, , 1260652
cast, 3, , Keg Smash, 121253, , , , 1260655
heal, 1, 3, Healing Rain, 73921, 1, 3743, , 1260695
heal, 3, 3, Leech, 143924, 1, 285, , 1260775
damage, 3, 57, Keg Smash, 121253, 1, 21526, 0, 1260848
applybuff, 3, 3, Archmage's Incandescence, 177161, , , , 1260848
cast, 11, 3, Flash of Light, 19750, , , , 1260875
heal, 11, 3, Flash of Light, 19750, 2, 97587, , 1260877
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1260902
heal, 11, 3, Beacon of Light, 53652, 1, 889, , 1260926
cast, 57, 3, Melee, 1, , , , 1260978
damage, 57, 3, Melee, 1, 7, 0, 0, 1260978
cast, 12, 3, Power Word: Shield, 17, , , , 1261051
applybuff, 12, 3, Body and Soul, 65081, , , , 1261051
applybuff, 12, 3, Power Word: Shield, 17, , , , 1261053
applydebuff, 12, 3, Weakened Soul, 6788, , , , 1261055
damage, 3, 57, Keg Smash, 121253, 1, 6457, ms, 1261174
removedebuff, 3, 3, Moderate Stagger, 124274, , , , 1261327
cast, 3, , Purifying Brew, 119582, , , , 1261331
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1261619
cast, 3, 57, Tiger Palm, 100787, , , , 1261620
damage, 3, 57, Tiger Palm, 100787, 1, 7452, 0, 1261620
heal, 11, 3, Eternal Flame, 156322, 1, 1954, , 1261791
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1261791
heal, 3, 3, Leech, 143924, 1, 607, , 1261983
removebuff, 3, 3, Strength of Steel, 162917, , , , 1262255
heal, 1, 3, Healing Rain, 73921, 1, 3306, , 1262305
heal, 11, 3, Beacon of Light, 53652, 1, 888, , 1262331
removedebuff, 56, 3, Shattered Vertebrae, 157139, , , , 1262712
heal, 11, 3, Eternal Flame, 156322, 2, 3909, , 1263203
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1263220
heal, 11, 3, Beacon of Light, 53652, 1, 1777, , 1263746
heal, 11, 3, Beacon of Light, 53652, 1, 267, , 1263746
cast, 3, , Roll, 109132, , , , 1263747
heal, 1, 3, Healing Stream Totem, 52042, 1, 8348, , 1263915
applydebuff, 56, 3, Body Slam, 156892, , , , 1264020
heal, 11, 3, Beacon of Light, 53652, 1, 20034, , 1264044
heal, 11, 3, Eternal Flame, 156322, 2, 3909, , 1264665
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1264665
heal, 2, 3, Ysera's Gift, 145110, 1, 12797, , 1264837
removebuff, 12, 3, Body and Soul, 65081, , , , 1265059
heal, 11, 3, Beacon of Light, 53652, 1, 888, , 1265143
heal, 11, 3, Eternal Flame, 156322, 2, 3909, , 1266021
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1266035
heal, 11, 3, Beacon of Light, 53652, 1, 19359, , 1266396
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1266522
heal, 3, 3, Expel Harm, 115072, 1, 0, , 1267073
heal, 3, 3, Expel Harm, 115072, 1, 0, ms, 1267073
energize, 3, 3, Expel Harm, 115072, , 1, , 1267073
cast, 3, , Expel Harm, 115072, , , , 1267075
energize, 3, 3, Chi Sphere, 121283, , 1, , 1267079
removebuff, 3, 3, Power Strikes, 129914, , , , 1267080
heal, 3, 3, Leech, 143924, 1, 0, , 1267214
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1267400
heal, 11, 3, Eternal Flame, 156322, 2, 0, ms, 1267400
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1267402
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1267402
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1267424
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1267929
removedebuff, 56, 3, Body Slam, 156892, , , , 1268009
applybuff, 3, 3, Zen Sphere, 124081, , , , 1268089
cast, 3, 3, Zen Sphere, 124081, , , , 1268091
cast, 57, 3, Melee, 1, , , , 1268218
damage, 57, 3, Melee, 1, 7, 0, 0, 1268218
cast, 3, 57, Melee, 1, , , , 1268331
damage, 3, 57, Melee, 1, 1, 6500, 0, 1268331
removebuff, 3, 3, Tiger Strikes, 120273, , , , 1268357
heal, 3, 3, Leech, 143924, 1, 0, , 1268440
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1268540
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1268540
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1268847
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1268847
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1269088
cast, 3, 57, Tiger Palm, 100787, , , , 1269088
damage, 3, 57, Tiger Palm, 100787, 1, 7109, 0, 1269089
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1269324
heal, 3, 3, Leech, 143924, 1, 0, , 1269667
applydebuff, 56, 3, Shattered Vertebrae, 157139, , , , 1269667
applydebuff, 56, 3, Aftershock, 157853, , , , 1269701
cast, 57, 3, Melee, 1, , , , 1269704
damage, 57, 3, Melee, 1, 7, 0, 0, 1269704
heal, 3, 3, Zen Sphere, 124081, 1, 0, , 1270085
cast, 3, 57, Blackout Kick, 100784, , , , 1270087
damage, 3, 57, Zen Sphere, 124098, 2, 1595, 0, 1270088
damage, 3, 57, Blackout Kick, 100784, 4, 9069, 3887, 1270088
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1270211
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1270211
cast, 3, 57, Melee, 1, , , , 1270283
damage, 3, 57, Melee, 1, 4, 4575, 1961, 1270283
damage, 3, 57, Melee, 1, 5, 2818, ms, 1270283
cast, 3, , Gift of the Ox, 124506, , , , 1270306
heal, 3, 3, Gift of the Ox, 178173, 1, 0, , 1270320
cast, 3, , Gift of the Ox, 178173, , , , 1270321
damage, 3, 57, Zen Sphere, 124098, 2, 479, ms, 1270419
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1270524
removebuff, 11, 3, Eternal Flame, 156322, , , , 1270524
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1270529
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1270741
removebuff, 3, 3, Archmage's Incandescence, 177161, , , , 1270870
heal, 3, 3, Leech, 143924, 1, 0, , 1270905
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1270972
removedebuff, 12, 3, Weakened Soul, 6788, , , , 1271075
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1271101
cast, 3, 57, Tiger Palm, 100787, , , , 1271101
damage, 3, 57, Tiger Palm, 100787, 1, 7056, 0, 1271102
cast, 57, 3, Melee, 1, , , , 1271211
applydebuff, 3, 3, Light Stagger, 124275, , , , 1271212
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 99291, , 1271214
absorbed, 11, 3, Illuminated Healing, 86273, , 27544, , 1271214
absorbed, 12, 3, Power Word: Shield, 17, , 54209, , 1271214
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1271214
damage, 57, 3, Melee, 1, 1, 0, 181044, 1271216
damage, 3, 57, Tiger Palm, 100787, 1, 2117, ms, 1271439
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 11695, , 1271718
absorbed, 12, 3, Power Word: Shield, 17, , 9630, , 1271719
damage, 56, 3, Aftershock, 157853, 3, 0, 21325, 1271719
heal, 3, 3, Leech, 143924, 1, 0, , 1272105
heal, 3, 3, Zen Sphere, 124081, 1, 0, , 1272106
energize, 3, 3, Keg Smash, 127796, , 2, , 1272127
cast, 3, , Keg Smash, 121253, , , , 1272129
damage, 3, 57, Zen Sphere, 124098, 1, 743, 0, 1272135
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1272157
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1272158
absorbed, 12, 3, Power Word: Shield, 17, , 11098, , 1272217
damage, 3, 3, Stagger, 124255, 3, 0, 11098, 1272217
cast, 3, 57, Melee, 1, , , , 1272217
damage, 3, 57, Melee, 1, 1, 6272, 0, 1272217
damage, 3, 57, Keg Smash, 121253, 1, 21667, 0, 1272309
removebuff, , 3, Mark of Blackrock, 159679, , , , 1272370
applydebuff, 56, 3, Body Slam, 156892, , , , 1272564
cast, 57, 3, Melee, 1, , , , 1272729
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 113343, , 1272729
absorbed, 12, 3, Power Word: Shield, 17, , 34729, , 1272729
removebuff, 12, 3, Power Word: Shield, 17, , , , 1272729
damage, 57, 3, Melee, 1, 1, 58595, 148072, 1272732
removebuff, 3, 3, Elusive Brew, 115308, , , , 1272969
cast, 3, 57, Blackout Kick, 100784, , , , 1273133
damage, 3, 57, Blackout Kick, 100784, 4, 7643, 3276, 1273142
removedebuff, 3, 3, Light Stagger, 124275, , , , 1273246
applydebuff, 3, 3, Moderate Stagger, 124274, , , , 1273248
damage, 3, 3, Stagger, 124255, 1, 21324, 0, 1273250
heal, 3, 3, Leech, 143924, 1, 658, , 1273330
damage, 3, 57, Blackout Kick, 100784, 4, 2293, ms, 1273483
heal, 11, 3, Beacon of Light, 53652, 1, 1983, , 1273554
heal, 11, 3, Beacon of Light, 53652, 1, 24749, , 1273581
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 11694, , 1273704
damage, 56, 3, Aftershock, 157853, 1, 9630, 11694, 1273704
removedebuff, 56, 3, Aftershock, 157853, , , , 1273704
damage, 3, 57, Blackout Kick, 100784, 5, 4585, ms, 1273791
applybuff, 3, 3, Power Strikes, 129914, , , , 1273879
heal, 3, 3, Zen Sphere, 124081, 1, 2053, , 1274091
damage, 3, 57, Zen Sphere, 124098, 1, 675, 0, 1274092
damage, 3, 3, Stagger, 124255, 1, 20360, 0, 1274224
heal, 3, 3, Leech, 143924, 1, 165, , 1274499
removedebuff, 3, 3, Moderate Stagger, 124274, , , , 1274609
cast, 3, , Purifying Brew, 119582, , , , 1274613
heal, 11, 3, Beacon of Light, 53652, 1, 49498, , 1274624
heal, 11, 3, Beacon of Light, 53652, 1, 1983, , 1274939
heal, 11, 3, Beacon of Light, 53652, 1, 22977, , 1275415
heal, 11, 3, Beacon of Light, 53652, 1, 5843, , 1275415
heal, 3, 3, Zen Sphere, 124081, 1, 0, , 1276127
damage, 3, 57, Zen Sphere, 124098, 1, 676, 0, 1276127
heal, 3, 3, Leech, 143924, 1, 0, , 1276136
cast, 3, 57, Melee, 1, , , , 1276177
damage, 3, 57, Melee, 1, 1, 5634, 0, 1276177
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1276360
removedebuff, 56, 3, Body Slam, 156892, , , , 1276557
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1276726
cast, 3, 57, Tiger Palm, 100787, , , , 1276727
damage, 3, 57, Tiger Palm, 100787, 1, 6137, 0, 1276727
damage, 3, 57, Tiger Palm, 100787, 1, 1841, ms, 1277046
heal, 3, 3, Leech, 143924, 1, 0, , 1277360
removedebuff, 56, 3, Shattered Vertebrae, 157139, , , , 1277693
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1277727
cast, 3, 57, Tiger Palm, 100787, , , , 1277728
damage, 3, 57, Tiger Palm, 100787, 1, 6260, 0, 1277729
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1277752
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1277752
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1277752
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1277767
heal, 1, 3, Healing Rain, 73921, 1, 0, , 1277962
damage, 3, 57, Tiger Palm, 100787, 1, 1878, ms, 1278048
heal, 3, 3, Zen Sphere, 124081, 1, 0, , 1278136
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1278136
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1278136
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1278136
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1278136
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1278136
damage, 3, 57, Zen Sphere, 124098, 2, 1351, 0, 1278136
cast, 3, 57, Melee, 1, , , , 1278137
damage, 3, 57, Melee, 1, 1, 5968, 0, 1278139
damage, 3, 57, Melee, 1, 1, 1794, ms, 1278139
cast, 3, , Gift of the Ox, 124503, , , , 1278139
applydebuff, 56, 3, Shattered Vertebrae, 157139, , , , 1278172
applydebuff, 56, 3, Aftershock, 157853, , , , 1278204
heal, 3, 3, Leech, 143924, 1, 0, , 1278587
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1279123
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1279153
cast, 56, 3, Melee, 1, , , , 1279815
applydebuff, 3, 3, Moderate Stagger, 124274, , , , 1279828
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 123126, , 1279830
damage, 56, 3, Melee, 1, 1, 101379, 123126, 1279832
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1279858
cast, 3, 56, Tiger Palm, 100787, , , , 1279859
damage, 3, 56, Tiger Palm, 100787, 2, 12959, 0, 1279859
heal, 12, 3, Atonement, 81751, 1, 161, , 1279878
cast, 3, 56, Melee, 1, , , , 1280085
damage, 3, 56, Melee, 1, 1, 5773, 0, 1280088
damage, 3, 56, Melee, 1, 2, 3517, ms, 1280088
cast, 3, , Gift of the Ox, 124506, , , , 1280088
heal, 3, 3, Zen Sphere, 124081, 2, 3336, , 1280137
damage, 3, 56, Zen Sphere, 124098, 1, 675, 0, 1280137
damage, 3, 56, Tiger Palm, 100787, 2, 3888, ms, 1280165
heal, 3, 3, Leech, 143924, 1, 515, , 1280200
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 11737, , 1280202
damage, 56, 3, Aftershock, 157853, 1, 9664, 11737, 1280202
heal, 11, 3, Beacon of Light, 53652, 1, 991, , 1280533
heal, 11, 3, Beacon of Light, 53652, 1, 298, , 1280533
heal, 11, 3, Beacon of Light, 53652, 1, 991, , 1280560
heal, 11, 3, Beacon of Light, 53652, 1, 24749, , 1280709
damage, 3, 3, Stagger, 124255, 1, 13486, 0, 1280767
energize, 3, 3, Keg Smash, 127796, , 2, , 1280823
cast, 3, , Keg Smash, 121253, , , , 1280826
damage, 3, 56, Keg Smash, 121253, 1, 20812, 0, 1280991
heal, 1, 3, Healing Rain, 73921, 1, 3118, , 1281241
heal, 3, 3, Leech, 143924, 1, 357, , 1281442
removedebuff, 3, 3, Moderate Stagger, 124274, , , , 1281461
cast, 3, , Purifying Brew, 119582, , , , 1281465
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1281844
cast, 3, 56, Tiger Palm, 100787, , , , 1281844
damage, 3, 56, Tiger Palm, 100787, 1, 6482, 0, 1281846
heal, 3, 3, Gift of the Ox, 124507, 2, 30071, , 1281846
heal, 11, 3, Beacon of Light, 53652, 1, 889, , 1281926
heal, 11, 3, Beacon of Light, 53652, 1, 888, , 1281956
cast, 3, 56, Melee, 1, , , , 1282006
damage, 3, 56, Melee, 1, 1, 5703, 0, 1282007
heal, 3, 3, Zen Sphere, 124081, 1, 1428, , 1282101
damage, 3, 56, Zen Sphere, 124098, 1, 676, 0, 1282101
applydebuff, 3, 3, Light Stagger, 124275, , , , 1282216
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 11737, , 1282219
